-8.073165151969504905e+01,3.530381786528479893e+01
-8.073165092783571595e+01,3.530383736631093683e+01
-8.073164956412584559e+01,3.530382977273080058e+01
-8.073164915206798753e+01,3.530380756896849448e+01
-8.073164878471305883e+01,3.530380339708936788e+01
-8.073164839379023761e+01,3.530381538839591116e+01
-8.073164820067495384e+01,3.530383024895625965e+01
-8.073164781866114481e+01,3.530379353674354803e+01
-8.073164761502675901e+01,3.530382861415402118e+01
-8.073164742604282651e+01,3.530383806685416914e+01
-8.073164690257721077e+01,3.530373549379677200e+01
-8.073164683875879177e+01,3.530373651161834658e+01
-8.073164638509535962e+01,3.530380030246872991e+01
-8.073164606845044489e+01,3.530381269314824522e+01
-8.073164602135119594e+01,3.530382020038578617e+01
-8.073164590933096463e+01,3.530374001832918651e+01
-8.073164588578138989e+01,3.530381900674083795e+01
-8.073164581440182985e+01,3.530383201184973530e+01
-8.073164575928659303e+01,3.530379091337199782e+01
-8.073164562300480895e+01,3.530379979164428761e+01
-8.073164547126201285e+01,3.530382114547151673e+01
-8.073164532970294260e+01,3.530382755220628610e+01
-8.073164528655433969e+01,3.530374741188170873e+01
-8.073164526134344499e+01,3.530376509499619431e+01
-8.073164526103388994e+01,3.530379835879657691e+01
-8.073164509043817816e+01,3.530375559859999868e+01
-8.073164484801972662e+01,3.530375627022418428e+01
-8.073164421223796694e+01,3.530381387528987602e+01
-8.073164405590638637e+01,3.530377059478949064e+01
-8.073164393043855114e+01,3.530382928141873577e+01
-8.073164378953812559e+01,3.530374041914278394e+01
-8.073164370200895235e+01,3.530373941829419238e+01
-8.073164348772614574e+01,3.530382841707070440e+01
-8.073164334368293282e+01,3.530374454695337505e+01
-8.073164303900979633e+01,3.530373903048143092e+01
-8.073164266667808420e+01,3.530379228965757932e+01
-8.073164248919464114e+01,3.530383622676101396e+01
-8.073164245065939326e+01,3.530378438583060330e+01
-8.073164235169882375e+01,3.530379358807385159e+01
-8.073164230230932503e+01,3.530379244182176279e+01
-8.073164221739874336e+01,3.530375306518696021e+01
-8.073164217492673345e+01,3.530376766718590886e+01
-8.073164211410502844e+01,3.530375578667463543e+01
-8.073164198931721103e+01,3.530375966985933900e+01
-8.073164170805561923e+01,3.530378582056939507e+01
-8.073164129545936873e+01,3.530379673834328713e+01
-8.073164053417845309e+01,3.530374271202774139e+01
-8.073164052274970004e+01,3.530383527142677025e+01
-8.073164041972619032e+01,3.530377788810383777e+01
-8.073164041084528719e+01,3.530374848731892712e+01
-8.073164040740974201e+01,3.530375103113158985e+01
-8.073164017626129407e+01,3.530376340486253639e+01
-8.073163989941002683e+01,3.530376040255264058e+01
-8.073163986862890340e+01,3.530378159642437197e+01
-8.073163972776146124e+01,3.530375300009798423e+01
-8.073163941093233120e+01,3.530378334320378286e+01
-8.073163907534326711e+01,3.530383603738656006e+01
-8.073163898769431057e+01,3.530374454473618329e+01
-8.073163851911338895e+01,3.530381887361632920e+01
-8.073163837658020725e+01,3.530383199736756694e+01
-8.073163797391218566e+01,3.530373626620246341e+01
-8.073163779341084023e+01,3.530373592917754166e+01
-8.073163765677281845e+01,3.530379709646280162e+01
-8.073163754912808088e+01,3.530380561697619868e+01
-8.073163754120332669e+01,3.530383599350910373e+01
-8.073163751829994794e+01,3.530377698989848056e+01
-8.073163747890194486e+01,3.530380844777513261e+01
-8.073163710969252804e+01,3.530381218107045527e+01
-8.073163697897899738e+01,3.530380854091691134e+01
-8.073163692421965720e+01,3.530374102866422703e+01
-8.073163643917929733e+01,3.530379419327402957e+01
-8.073163578196373180e+01,3.530381836909867843e+01
-8.073163570117918653e+01,3.530383861330285100e+01
-8.073163558679489427e+01,3.530381140287175157e+01
-8.073163553684054250e+01,3.530377071798793764e+01
-8.073163547387856909e+01,3.530379985575471125e+01
-8.073163524598166418e+01,3.530384727886993801e+01
-8.073163518982150322e+01,3.530377979125155008e+01
-8.073163518497656810e+01,3.530377024157149890e+01
-8.073163517443198600e+01,3.530376092310386582e+01
-8.073163494823398878e+01,3.530383657301734956e+01
-8.073163480643658829e+01,3.530378968419474006e+01
-8.073163460349688592e+01,3.530375055032098430e+01
-8.073163425019340877e+01,3.530383684644377951e+01
-8.073163393050330683e+01,3.530378373060335662e+01
-8.073163344137094555e+01,3.530375278932017835e+01
-8.073163339988796849e+01,3.530382937681734745e+01
-8.073163322072107917e+01,3.530383132374409882e+01
-8.073163299958098094e+01,3.530383536826277435e+01
-8.073163299710986962e+01,3.530378403874377824e+01
-8.073163290689990390e+01,3.530384793762224405e+01
-8.073163287608394967e+01,3.530379572146538436e+01
-8.073163264333520317e+01,3.530374588982669337e+01
-8.073163259537064107e+01,3.530380873440594769e+01
-8.073163256222595408e+01,3.530379748809769325e+01
-8.073163245310355762e+01,3.530382059911280379e+01
-8.073163231719277633e+01,3.530379776036221529e+01
-8.073163180272561590e+01,3.530374972675052447e+01
-8.073163138733902144e+01,3.530384277753242372e+01
-8.073163125163239329e+01,3.530380839411043326e+01
-8.073163109531439829e+01,3.530377103593191634e+01
-8.073163108196119708e+01,3.530382959603068116e+01
-8.073163097571709557e+01,3.530382314276825895e+01
-8.073163081386202578e+01,3.530381559685608295e+01
-8.073163077886407279e+01,3.530373320543094451e+01
-8.073163060763904753e+01,3.530381616234898701e+01
-8.073163057589687241e+01,3.530375964466360728e+01
-8.073163050495472248e+01,3.530375027276708266e+01
-8.073163049860337992e+01,3.530383581016073435e+01
-8.073162990105093684e+01,3.530382630624960427e+01
-8.073162988136728302e+01,3.530373258934381653e+01
-8.073162961278505634e+01,3.530379240600047552e+01
-8.073162956093798925e+01,3.530384745111015121e+01
-8.073162955385275552e+01,3.530378681642563521e+01
-8.073162951689157296e+01,3.530381928561967442e+01
-8.073162948290763552e+01,3.530379940138287509e+01
-8.073162944618674430e+01,3.530384679276551196e+01
-8.073162930382883928e+01,3.530382123486408119e+01
-8.073162926575784581e+01,3.530379190428595848e+01
-8.073162924999428469e+01,3.530380097483728719e+01
-8.073162921375582357e+01,3.530374697229716929e+01
-8.073162915219974423e+01,3.530382786467549749e+01
-8.073162912480768227e+01,3.530374012269827944e+01
-8.073162904232266612e+01,3.530383402115133151e+01
-8.073162892734650598e+01,3.530378746231330211e+01
-8.073162871911523553e+01,3.530380271188040808e+01
-8.073162796477362235e+01,3.530378617965803301e+01
-8.073162772629918038e+01,3.530377184490493647e+01
-8.073162757219814978e+01,3.530376262235468943e+01
-8.073162747256345995e+01,3.530380159997572065e+01
-8.073162728377141661e+01,3.530382204784228151e+01
-8.073162719399739728e+01,3.530382113375777919e+01
-8.073162709957689742e+01,3.530381998284377687e+01
-8.073162693394739620e+01,3.530383531438200606e+01
-8.073162672738178003e+01,3.530381055365930365e+01
-8.073162669511793865e+01,3.530377104083080297e+01
-8.073162666858222281e+01,3.530380176954403026e+01
-8.073162664857906634e+01,3.530385847017574719e+01
-8.073162663221518187e+01,3.530383374258411777e+01
-8.073162662972160319e+01,3.530380567122971769e+01
-8.073162659523126194e+01,3.530380399397958513e+01
-8.073162650522033346e+01,3.530383437662358403e+01
-8.073162601968796537e+01,3.530381290408863748e+01
-8.073162575213233083e+01,3.530374039727779234e+01
-8.073162572603912679e+01,3.530379352342058752e+01
-8.073162565775879784e+01,3.530383513351700486e+01
-8.073162533022473042e+01,3.530386024614925589e+01
-8.073162509672270915e+01,3.530374411305259486e+01
-8.073162502564697718e+01,3.530384070393689910e+01
-8.073162470660975032e+01,3.530379944367165024e+01
-8.073162469786589668e+01,3.530376763794510708e+01
-8.073162448844689720e+01,3.530376689611112084e+01
-8.073162446757750388e+01,3.530380488104933789e+01
-8.073162436716728507e+01,3.530382709326843838e+01
-8.073162433391952675e+01,3.530384706882634305e+01
-8.073162424201476028e+01,3.530377796472589580e+01
-8.073162421252897047e+01,3.530382005185111183e+01
-8.073162412602464144e+01,3.530377253755873568e+01
-8.073162407085428072e+01,3.530382801187632680e+01
-8.073162386351577879e+01,3.530376312714026454e+01
-8.073162379667941480e+01,3.530376773069506413e+01
-8.073162364491703613e+01,3.530374896019362296e+01
-8.073162363591170276e+01,3.530379972343042994e+01
-8.073162345380933402e+01,3.530379786156396449e+01
-8.073162331712634909e+01,3.530383072660921329e+01
-8.073162299114100904e+01,3.530373762615103317e+01
-8.073162278692782934e+01,3.530385089107783614e+01
-8.073162276197628273e+01,3.530373685038609466e+01
-8.073162275779584718e+01,3.530381742315010740e+01
-8.073162263103390046e+01,3.530378195299922339e+01
-8.073162246694744226e+01,3.530378965617031639e+01
-8.073162237897754778e+01,3.530374773032595215e+01
-8.073162234246476032e+01,3.530380260196952946e+01
-8.073162183144896176e+01,3.530385128723632704e+01
-8.073162115730727351e+01,3.530378724739191654e+01
-8.073162096675810062e+01,3.530373940154802170e+01
-8.073162084720885900e+01,3.530381503214756833e+01
-8.073162072033460390e+01,3.530385936851394035e+01
-8.073162065891325767e+01,3.530376277599462753e+01
-8.073162059698690030e+01,3.530385071815641140e+01
-8.073162058700263799e+01,3.530374268278857386e+01
-8.073162053006097949e+01,3.530377075017521094e+01
-8.073162007723729516e+01,3.530373700403565351e+01
-8.073162000493113055e+01,3.530386684755913507e+01
-8.073161967997828015e+01,3.530374799833943911e+01
-8.073161964214482111e+01,3.530375350241200039e+01
-8.073161896287921024e+01,3.530373960797591337e+01
-8.073161892065887457e+01,3.530386088975048153e+01
-8.073161884352032303e+01,3.530384481572106381e+01
-8.073161882828080138e+01,3.530375220254963153e+01
-8.073161876026350114e+01,3.530386290363729529e+01
-8.073161872697403396e+01,3.530385628003854492e+01
-8.073161845624997568e+01,3.530380918843377458e+01
-8.073161844530550013e+01,3.530377602889831223e+01
-8.073161819120298333e+01,3.530374938396967366e+01
-8.073161806569700616e+01,3.530375878279694035e+01
-8.073161804787484641e+01,3.530382622235961065e+01
-8.073161786088654424e+01,3.530386667722624594e+01
-8.073161785096698395e+01,3.530385689715019026e+01
-8.073161773202819802e+01,3.530378443076025263e+01
-8.073161749591635328e+01,3.530383833358138190e+01
-8.073161747479866790e+01,3.530376673650303587e+01
-8.073161729939678821e+01,3.530373719555322509e+01
-8.073161727187748227e+01,3.530381499914879839e+01
-8.073161725460343519e+01,3.530378770930810362e+01
-8.073161723518863653e+01,3.530380047269865429e+01
-8.073161718191251168e+01,3.530379428721652602e+01
-8.073161716971542035e+01,3.530382877228816341e+01
-8.073161715040562569e+01,3.530379183952050681e+01
-8.073161705303294866e+01,3.530385309888016110e+01
-8.073161704541202255e+01,3.530376065939576335e+01
-8.073161692976223947e+01,3.530378567589455940e+01
-8.073161679327733964e+01,3.530377069227635189e+01
-8.073161648384233047e+01,3.530384732417466154e+01
-8.073161645133444608e+01,3.530382582910254285e+01
-8.073161631889246337e+01,3.530386623785480538e+01
-8.073161617082155317e+01,3.530382601049811342e+01
-8.073161606171873927e+01,3.530376288168103116e+01
-8.073161585630289494e+01,3.530376687446549511e+01
-8.073161582246795831e+01,3.530382723174047754e+01
-8.073161561675624398e+01,3.530378769560192609e+01
-8.073161533734749185e+01,3.530387093497187578e+01
-8.073161532446022193e+01,3.530380573104626762e+01
-8.073161525663324767e+01,3.530376529057583213e+01
-8.073161520944222502e+01,3.530373893405774055e+01
-8.073161514238550751e+01,3.530378258083766951e+01
-8.073161504652115639e+01,3.530375266985411287e+01
-8.073161499736859525e+01,3.530378710410248289e+01
-8.073161478133344815e+01,3.530381426081991236e+01
-8.073161445284065962e+01,3.530377313328011013e+01
-8.073161442514013686e+01,3.530375998850027486e+01
-8.073161438759871089e+01,3.530379473439696625e+01
-8.073161366739199707e+01,3.530384033019867474e+01
-8.073161317694292904e+01,3.530387672032404112e+01
-8.073161309772166305e+01,3.530381085470375524e+01
-8.073161309022769672e+01,3.530378970957575291e+01
-8.073161308058081431e+01,3.530378202255239728e+01
-8.073161282317522591e+01,3.530376157670328752e+01
-8.073161272506909825e+01,3.530375570667826679e+01
-8.073161260233180769e+01,3.530374748400976159e+01
-8.073161236873119151e+01,3.530379941322190263e+01
